#Time=   0.800000E-01
#              y              u         u_exac             y'             u'        u'_exac
    0.00000        0.00000        0.00000        0.00000        0.00000        0.00000    
   0.200000E-01   0.484946E-01   0.485095E-01   0.200000E-01   0.484946E-01   0.485095E-01
   0.400000E-01   0.968768E-01   0.969064E-01   0.400000E-01   0.968768E-01   0.969064E-01
   0.600000E-01   0.145035       0.145079       0.600000E-01   0.145035       0.145079    
   0.800000E-01   0.192857       0.192915       0.800000E-01   0.192857       0.192915    
   0.100000       0.240233       0.240306       0.100000       0.240233       0.240306    
   0.120000       0.287057       0.287144       0.120000       0.287057       0.287144    
   0.140000       0.333221       0.333321       0.140000       0.333221       0.333321    
   0.160000       0.378622       0.378736       0.160000       0.378622       0.378736    
   0.180000       0.423161       0.423287       0.180000       0.423161       0.423287    
   0.200000       0.466740       0.466878       0.200000       0.466740       0.466878    
   0.220000       0.509266       0.509416       0.220000       0.509266       0.509416    
   0.240000       0.550651       0.550812       0.240000       0.550651       0.550812    
   0.260000       0.590809       0.590981       0.260000       0.590809       0.590981    
   0.280000       0.629663       0.629844       0.280000       0.629663       0.629844    
   0.300000       0.667136       0.667327       0.300000       0.667136       0.667327    
   0.320000       0.703160       0.703359       0.320000       0.703160       0.703359    
   0.340000       0.737672       0.737879       0.340000       0.737672       0.737879    
   0.360000       0.770615       0.770828       0.360000       0.770615       0.770828    
   0.380000       0.801937       0.802156       0.380000       0.801937       0.802156    
   0.400000       0.831594       0.831818       0.400000       0.831594       0.831818    
   0.420000       0.859548       0.859776       0.420000       0.859548       0.859776    
   0.440000       0.885767       0.885998       0.440000       0.885767       0.885998    
   0.460000       0.910226       0.910460       0.460000       0.910226       0.910460    
   0.480000       0.932909       0.933145       0.480000       0.932909       0.933145    
   0.500000       0.953805       0.954041       0.500000       0.953805       0.954041    
   0.520000       0.972909       0.973145       0.520000       0.972909       0.973145    
   0.540000       0.990226       0.990460       0.540000       0.990226       0.990460    
   0.560000        1.00577        1.00600       0.560000        1.00577        1.00600    
   0.580000        1.01955        1.01978       0.580000        1.01955        1.01978    
   0.600000        1.03159        1.03182       0.600000        1.03159        1.03182    
   0.620000        1.04194        1.04216       0.620000        1.04194        1.04216    
   0.640000        1.05061        1.05083       0.640000        1.05061        1.05083    
   0.660000        1.05767        1.05788       0.660000        1.05767        1.05788    
   0.680000        1.06316        1.06336       0.680000        1.06316        1.06336    
   0.700000        1.06714        1.06733       0.700000        1.06714        1.06733    
   0.720000        1.06966        1.06984       0.720000        1.06966        1.06984    
   0.740000        1.07081        1.07098       0.740000        1.07081        1.07098    
   0.760000        1.07065        1.07081       0.760000        1.07065        1.07081    
   0.780000        1.06927        1.06942       0.780000        1.06927        1.06942    
   0.800000        1.06674        1.06688       0.800000        1.06674        1.06688    
   0.820000        1.06316        1.06329       0.820000        1.06316        1.06329    
   0.840000        1.05862        1.05874       0.840000        1.05862        1.05874    
   0.860000        1.05322        1.05332       0.860000        1.05322        1.05332    
   0.880000        1.04706        1.04714       0.880000        1.04706        1.04714    
   0.900000        1.04023        1.04031       0.900000        1.04023        1.04031    
   0.920000        1.03286        1.03292       0.920000        1.03286        1.03292    
   0.940000        1.02503        1.02508       0.940000        1.02503        1.02508    
   0.960000        1.01688        1.01691       0.960000        1.01688        1.01691    
   0.980000        1.00849        1.00851       0.980000        1.00849        1.00851    
    1.00000        1.00000        1.00000        1.00000        1.00000        1.00000    
